memory_id,entities,relations,keywords
conv-50_session_28_D28:38,,,
conv-50_session_28_D28:39,,,
conv-50_session_28_D28:4,,,
conv-50_session_28_D28:40,"believe, dave",believe,"believe, classic, dave, era, getting, into, lately, music, rock, timeless"
conv-50_session_28_D28:41,,,
conv-50_session_28_D28:42,,,
conv-50_session_28_D28:43,,,
conv-50_session_28_D28:5,,,
conv-50_session_28_D28:6,,,
conv-50_session_28_D28:7,"brings, calvin, people, something, together",create,"awesome, brings, calvin, connect, creating, dave, feeling, growing, joy, keep, like, moments, motivate, people, really, something, thanks, together"
conv-50_session_28_D28:8,"blog, car, dave, mods",start,"affects, any, beautiful, blog, blogging, calvin, car, dave, great, imagining, incredible, keep, look, mods, music, must, others, passion, recently, share"
conv-50_session_28_D28:9,,,
conv-50_session_29_D29:1,"boston, calvin",perform,"biz, boston, buddy, calvin, come, dave, far, felt, good, got, hey, high, important, insane, invited, old, perform, relationships, reminded, school"
conv-50_session_29_D29:10,"calvin, dave",praise,"amazing, calvin, dave, difference, generation, great, help, making, musicians, next, nurture, passion, really, supporting, thrive, wow"
conv-50_session_29_D29:11,,,
conv-50_session_29_D29:12,,,
conv-50_session_29_D29:13,"calvin, mention",mention,"artist, beat, brings, calvin, difference, forward, great, ideas, know, look, made, making, mention, music, new, paying, photo, potential, stoked, talent"
conv-50_session_29_D29:14,,,
conv-50_session_29_D29:15,"calvin, enjoy",enjoy,"ahead, always, boundaries, calvin, enjoy, fun, go, gotta, great, ideas, new, pushing, see, sounds, stay, takes, thanks, trying"
conv-50_session_29_D29:16,"calvin, dave",encourage,"art, awesome, boundaries, calvin, dave, experimenting, grow, ideas, key, making, new, pushing, see, take, wait"
conv-50_session_29_D29:17,,,
conv-50_session_29_D29:18,,,
conv-50_session_29_D29:2,"dave, friends, importance, since, supportive",acknowledge,"awesome, back, brought, calvin, dave, friend, friends, great, importance, many, memories, must, old, seeing, since, someone, start, support, supportive, us"
conv-50_session_29_D29:3,"calvin, friends",freestyle,"around, calvin, certain, changed, crazy, days, famous, feelings, freestyled, freestyling, friends, getting, life, look, made, nostalgic, people, remembering, sparks, still"
conv-50_session_29_D29:4,,,
conv-50_session_29_D29:5,"big, calvin, difference",make,"always, big, calvin, difference, encourage, friend, great, journey, made, positivity, support"
conv-50_session_29_D29:6,,,
conv-50_session_29_D29:7,,,
conv-50_session_29_D29:8,,,
conv-50_session_29_D29:9,"calvin, collaborates, music, musicians, program, young",support,"amazing, calvin, collaborates, enthusiasm, inspiring, music, musicians, passion, program, supporting, yeah, young"
conv-50_session_2_D2:1,calvin,come,"amazing, calvin, car, come, cool, dave, days, dream, finally, got, hey, let, luxury, new, news, owning, stoked, true, wanted"
conv-50_session_2_D2:10,"dave, find",find,"aerosmith, bands, dave, definitely, favorite, find, great, incredible, many, performance, pic, pick, playing, show, took, wow"
conv-50_session_2_D2:11,,,
conv-50_session_2_D2:12,,,
conv-50_session_2_D2:13,,,
conv-50_session_2_D2:14,"aerosmith, dave",hang,"aerosmith, always, cool, dave, dream, enough, favorites, get, hang, live, nah, performing, see, seeing, show"
conv-50_session_2_D2:15,,,
conv-50_session_2_D2:16,,,
conv-50_session_2_D2:17,"calvin, new, tunes",write,"calvin, collaborate, everyone, excited, got, last, new, ride, sessions, share, studio, tunes, wait, week, wrote"
conv-50_session_2_D2:18,,,
conv-50_session_2_D2:19,,,
conv-50_session_2_D2:2,,,
conv-50_session_2_D2:20,,,
conv-50_session_2_D2:21,,,
conv-50_session_2_D2:3,,,
conv-50_session_2_D2:4,,,
conv-50_session_2_D2:5,"adrenaline, calvin, rush",give,"actually, adrenaline, beauty, believe, calvin, definitely, deserve, driving, every, finally, got, hard, like, pic, ride, rush, step, time, took, woohoo"
conv-50_session_2_D2:6,,,
conv-50_session_2_D2:7,,,
conv-50_session_2_D2:8,"dave, festival, music",attend,"atmosphere, awesome, bands, boston, calvin, cool, dave, electric, festival, good, last, look, love, many, music, pic, playing, reminded, take, thanks"
conv-50_session_2_D2:9,,,
conv-50_session_30_D30:1,"dave, photography",take,"around, calvin, cool, dave, great, happened, hey, long, lot, photography, pics, really, scenery, taken, taking, talk, time"
conv-50_session_30_D30:10,,,
conv-50_session_30_D30:11,,,
conv-50_session_30_D30:12,,,
conv-50_session_30_D30:13,"dave, peaceful, photo, rocks, waterfall",share,"agree, boost, cool, dave, huh, last, nature, peaceful, photo, picture, pretty, really, rocks, scene, snapped, spirits, times, totally, tough, waterfall"
conv-50_session_30_D30:14,,,
conv-50_session_30_D30:15,,,
conv-50_session_30_D30:16,"calvin, enjoy",enjoy,"beautiful, calvin, check, enjoy, garden, japanese, like, peaceful, picture, serene, shot, sometime, sounds, spot, wait, wild, wow"
conv-50_session_30_D30:17,"dave, enjoy",enjoy,"beauty, bench, better, calvin, cool, dave, enjoy, even, flowers, found, peaceful, perfect, pink, relax, spot, take, tree"
conv-50_session_30_D30:18,,,
conv-50_session_30_D30:19,,,
conv-50_session_30_D30:2,"boston, calvin, fancy, gala",attend,"boston, calvin, check, crew, dave, fancy, gala, great, hear, hey, interesting, met, people, pic, pics, see, wait, went, yesterday"
conv-50_session_30_D30:20,"calvin, invitation, perform, show, upcoming",accept,"accepted, asking, boston, calvin, catch, dave, details, experience, fill, going, great, invitation, musical, news, perform, show, soon, thank, unforgettable, upcoming"
conv-50_session_30_D30:21,,,
conv-50_session_30_D30:22,,,
conv-50_session_30_D30:23,,,
conv-50_session_30_D30:24,,,
conv-50_session_30_D30:3,,,
conv-50_session_30_D30:4,"calvin, inspire",inspire,"art, artist, artists, awesome, calvin, chat, clicked, connects, conversation, cool, creative, dave, favorite, feel, high, inspire, inspiring, interesting, like, look"
conv-50_session_30_D30:5,"camera, dave, great, new, photos, takes, vintage",buy,"amazing, awesome, bought, bring, calvin, camera, conversation, creativity, dave, foster, glad, great, hear, inspiring, look, month, music, new, people, photos"
conv-50_session_30_D30:6,,,
conv-50_session_30_D30:7,,,
conv-50_session_30_D30:8,,,
conv-50_session_30_D30:9,"beauty, dave, nature",capture,"able, beaches, beauty, capturing, check, dave, good, got, key, love, nature, one, pics, recently, sunsets, take, waves, yeah"
conv-50_session_3_D3:1,,,
conv-50_session_3_D3:10,"dave, plan",plan,"amazing, around, awesome, blues, boston, cal, check, cool, count, dave, definitely, fenway, front, great, house, like, music, oh, onstage, paradise"
conv-50_session_3_D3:11,,,
conv-50_session_3_D3:12,"car, dave, show",go,"almost, amazing, auto, beautiful, boston, car, cars, charming, classic, come, dave, dedication, engineering, forgot, into, last, look, oh, people, photo"
conv-50_session_3_D3:13,calvin,put,"boston, calvin, car, dave, great, into, look, looks, lot, put, see, take, wait, work, wow"
conv-50_session_3_D3:14,,,
conv-50_session_3_D3:15,"boston, calvin",explore,"attractions, bite, boston, busy, calvin, city, delicious, exploring, food, forward, grab, looking, maybe, popular, pretty, rehearsals, together, traveling, trying, visiting"
conv-50_session_3_D3:16,"calvin, dave",show,"cal, calvin, city, dave, definitely, favorite, food, grab, let, show, spots, wait"
conv-50_session_3_D3:17,,,
conv-50_session_3_D3:18,,,
conv-50_session_3_D3:2,,,
conv-50_session_3_D3:3,"calvin, festival, music",attend,"any, artists, awesome, bands, calvin, dave, enriching, festival, hey, industry, lots, met, music, people, see, talented, tokyo, totally"
conv-50_session_3_D3:4,,,
conv-50_session_3_D3:5,,,
conv-50_session_3_D3:6,,,
conv-50_session_3_D3:7,"advice, calvin",receive,"advice, calvin, gave, go, got, motivating, music, producer, really, sound, stay, thinking, true, unique, want"
conv-50_session_3_D3:8,,,
conv-50_session_3_D3:9,"boston, calvin, trip, upcoming, world","plan, tour","audience, awesome, boston, calvin, check, connecting, dave, different, dreaming, finish, forward, frank, global, heard, hope, impact, looking, make, music, ocean"
conv-50_session_4_D4:1,"car, dave, maintenance, shop",open,"calvin, car, cars, come, dave, dream, finally, guess, happening, hey, last, like, long, look, lot, maintenance, opened, photo, satisfying, see"
conv-50_session_4_D4:10,,,
conv-50_session_4_D4:11,,,
conv-50_session_4_D4:12,,,
conv-50_session_4_D4:13,,,
conv-50_session_4_D4:14,,,
conv-50_session_4_D4:15,,,
conv-50_session_4_D4:16,,,
conv-50_session_4_D4:17,,,
conv-50_session_4_D4:18,,,
conv-50_session_4_D4:19,"cars, dave, kinds",work,"busy, calvin, cars, classic, dave, full, happy, keeps, kinds, maintenance, regular, restorations, shop, thanks, work"
conv-50_session_4_D4:2,"calvin, dave, dedication, hard, work",appreciate,"calvin, car, congrats, dave, dedication, hard, like, looks, maintenance, opening, paid, shop, work, wow"
conv-50_session_4_D4:20,,,
conv-50_session_4_D4:21,"cars, dave",work,"awesome, cars, condition, dave, day, definitely, every, good, helping, keep, knowing, passionate, people, really, rewarding, satisfying, seeing, transformation, working"
conv-50_session_4_D4:22,,,
conv-50_session_4_D4:23,"appreciate, dave",appreciate,"appreciate, boost, brings, cal, dave, joy, lot, means, others, really, thanks, valued, work"
conv-50_session_4_D4:24,"calvin, necklace",gift,"awesome, beautiful, bud, calvin, dave, deserve, diamond, difference, glad, hard, help, keep, keepin, look, making, necklace, pendant, recognition, see, stunning"
conv-50_session_4_D4:25,,,
conv-50_session_4_D4:26,"calvin, push",push,"another, artist, calvin, dave, gift, got, great, hustling, keep, musician, push, reminder, thanks"
conv-50_session_4_D4:27,,,
conv-50_session_4_D4:28,,,
conv-50_session_4_D4:3,,,
conv-50_session_4_D4:4,"ambition, calvin, dave, guts",acknowledge,"achieving, ambition, awesome, calvin, congrats, dave, dream, got, guts, keep, woo"
conv-50_session_4_D4:5,"cars, classic, dave",work,"appreciate, cars, classic, dave, design, dream, engineering, love, open, shop, step, support, thanks, towards, working"
conv-50_session_4_D4:6,,,
conv-50_session_4_D4:7,"car, classic, dave",restore,"back, bringing, car, cars, charm, classic, dave, engine, last, life, like, look, nothing, obsessed, one, restore, restored, take, thrilled, unique"
conv-50_session_4_D4:8,,,
conv-50_session_4_D4:9,,,
conv-50_session_5_D5:1,"dave, garage, local",team,"calvin, crazy, dave, garage, going, hey, local, long, look, news, take, talk, teaming, time, together, working"
conv-50_session_5_D5:10,"block, calvin, creative, music, nature","embrace, experience","any, block, calming, calvin, creative, creativity, culture, embracing, frozen, getting, hand, hear, japanese, know, like, loving, moment, music, nature, really"
conv-50_session_5_D5:11,"dave, suggest",suggest,"albums, break, coming, concerts, dave, explore, favorite, fun, helps, ideas, immerse, inspiration, jumpstart, like, love, maybe, music, plus, something, suggest"
conv-50_session_5_D5:12,,,
conv-50_session_5_D5:13,,,
conv-50_session_5_D5:14,,,
conv-50_session_5_D5:15,,,
conv-50_session_5_D5:2,,,
conv-50_session_5_D5:3,"dave, mechanics",work,"awesome, bit, calvin, cars, challenging, cool, currently, dave, even, get, job, knowledge, loving, mechanics, project, share, thanks, work, working"
conv-50_session_5_D5:4,,,
conv-50_session_5_D5:5,"aspire, dave",aspire,"appreciate, aspire, assisting, auto, build, calvin, car, custom, customers, dave, dream, engineering, even, gonna, keep, learning, maybe, project, scratch, someday"
conv-50_session_5_D5:6,,,
conv-50_session_5_D5:7,,,
conv-50_session_5_D5:8,"calvin, drives, long",enjoy,"calvin, car, chill, clear, dave, drives, feeling, freeing, head, help, helps, hey, like, long, open, really, relax, road, wind"
conv-50_session_5_D5:9,"dave, hair, wind",drive,"around, calming, dave, destress, driving, experience, exploring, great, hair, hear, peaceful, sights, sounds, taking, walk, way, wind, yeah"
conv-50_session_6_D6:1,,,
conv-50_session_6_D6:10,"car, dave, shop",run,"anything, appreciated, calvin, car, dave, excited, exciting, far, future, greatly, happening, holds, journey, music, quite, see, shop, support, thanks, world"
conv-50_session_6_D6:11,"calvin, music",showcase,"calvin, crowd, dave, excited, expand, following, gonna, great, hopefully, month, music, new, performance, show, super, thanks, tokyo, upcoming, whole"
conv-50_session_6_D6:12,,,
conv-50_session_6_D6:13,,,
conv-50_session_6_D6:14,,,
conv-50_session_6_D6:15,"calvin, picture, skyline, stunning, tokyo",take,"calvin, last, night, pic, picture, skyline, stunning, tokyo, took"
conv-50_session_6_D6:16,"dave, interest, taking, tokyo, trip",express,"city, dave, gotta, great, interest, lights, night, pops, really, shot, skyline, soon, take, taking, tokyo, trip, wow"
conv-50_session_6_D6:17,,,
conv-50_session_6_D6:18,,,
conv-50_session_6_D6:2,,,
conv-50_session_6_D6:3,"calvin, flood",flood,"calvin, dave, everything, favorite, fixed, flood, flooded, forward, gear, getting, going, got, hey, incident, last, looking, managed, microphone, music, place"
conv-50_session_6_D6:4,,,
conv-50_session_6_D6:5,"calvin, heart",pour,"appreciate, calvin, creative, crossed, dave, fingers, heart, insurance, into, kick, long, look, music, pour, repairs, start, support, take, thanks, waiting"
conv-50_session_6_D6:6,,,
conv-50_session_6_D6:7,,,
conv-50_session_6_D6:8,"car, dave, shop",open,"amazing, car, celebrate, dave, excited, far, folks, friends, help, incredible, invited, last, opened, passion, rides, share, shop, stoked, super, week"
conv-50_session_6_D6:9,,,
conv-50_session_7_D7:1,"calvin, frank, ocean",tour,"ages, alive, calvin, chatted, crowd, dave, express, felt, find, frank, gone, hey, insane, last, much, ocean, performing, since, tokyo, touring"
conv-50_session_7_D7:10,,,
conv-50_session_7_D7:11,"calvin, perform",perform,"absolute, always, calvin, connection, crowd, feeling, fuels, high, indescribable, live, love, perform, performing, rush, soul"
conv-50_session_7_D7:12,,,
conv-50_session_7_D7:13,,,
conv-50_session_7_D7:14,,,
conv-50_session_7_D7:15,,,
conv-50_session_7_D7:16,"dave, music, scene",enjoy,"awesome, blast, boston, cheer, cool, dave, hey, music, musicians, performing, places, play, scene, talented, tons"
conv-50_session_7_D7:17,,,
conv-50_session_7_D7:18,,,
conv-50_session_7_D7:19,,,
conv-50_session_7_D7:2,"car, dave, engine, found, therapeutic",fix,"awesome, bet, cal, car, congrats, dave, done, engine, experience, found, incredible, look, neighbor, recently, therapeutic, trouble, wow"
