memory_id,conversation_id,representation,token_count
conv-48_session_26_D26:13,conv-48,"Entities: deborah, peaceful, picture
Relations: compliment
Keywords: coffee, cool, deborah, hidden, looks, near, peaceful, pic, picture, rate, reminded, shop",19
conv-48_session_26_D26:14,conv-48,,0
conv-48_session_26_D26:15,conv-48,"Entities: deborah, jolene
Relations: meet
Keywords: already, day, deborah, jolene, plans, remembered, sorry",13
conv-48_session_26_D26:16,conv-48,,0
conv-48_session_26_D26:17,conv-48,,0
conv-48_session_26_D26:18,conv-48,"Entities: jolene, suggest
Relations: suggest
Keywords: bookcase, books, free, friday, jolene, need, sort, suggest",14
conv-48_session_26_D26:19,conv-48,"Entities: agree, deborah
Relations: agree
Keywords: absolutely, agree, coffee, date, deborah, let, next, safe, see, stay, wait, week",18
conv-48_session_26_D26:20,conv-48,"Entities: coffee, date, deborah, excitement, jolene, upcoming
Relations: express
Keywords: coffee, date, deb, deborah, excited, excitement, jolene, safe, see, soon, upcoming, ya",22
conv-48_session_26_D26:21,conv-48,"Entities: deborah, jolene
Relations: request
Keywords: books, deborah, grab, interesting, jolene, maybe",12
conv-48_session_27_D27:1,conv-48,"Entities: jolene, meditation, phuket, retreat
Relations: travel
Keywords: amazing, awesome, break, busy, deb, engineering, experience, find, helped, hey, inner, jolene, last, late, meditation, nature, partner, peace, phuket, reflection",28
conv-48_session_27_D27:2,conv-48,"Entities: deborah, jolene, meditation, reflections
Relations: hear
Keywords: changed, deborah, hear, jolene, love, meditation, reflections",15
conv-48_session_27_D27:3,conv-48,"Entities: beauty, care, importance, inspiration, jolene, nature, refreshment, relaxation, self
Relations: find, realize
Keywords: alongside, balance, beauty, care, engineering, happy, importance, incorporating, inspiration, inspiring, jolene, life, made, makes, nature, realize, reflect, refreshing, refreshment, relaxation",34
conv-48_session_27_D27:4,conv-48,,0
conv-48_session_27_D27:5,conv-48,"Entities: jolene, retreat
Relations: remind
Keywords: appreciate, consumed, dwell, expectations, finish, forget, get, goals, hitting, jolene, journey, judgments, line, one, present, really, releasing, reminder, retreat, ride",26
conv-48_session_27_D27:6,conv-48,"Entities: appreciating, deborah, importance, life, moments, small
Relations: see
Keywords: appreciating, boost, deborah, full, grateful, happiness, importance, life, lot, moments, really, small, thinking",23
conv-48_session_27_D27:7,conv-48,"Entities: jolene, try
Relations: try
Keywords: agree, appreciate, better, big, coffee, cup, feeling, focused, get, grateful, great, jolene, life, like, make, mindful, much, small, sometimes, stuff",26
conv-48_session_27_D27:8,conv-48,"Entities: deborah, mindfulness
Relations: practice
Keywords: change, day, deborah, different, even, getting, glad, gratitude, great, into, jolene, joyful, life, little, make, mindfulness, outlook, practicing, really, things",26
conv-48_session_27_D27:9,conv-48,"Entities: happiness, jolene, joy, level, new
Relations: experience
Keywords: experiencing, happiness, jolene, joy, level, new",15
conv-48_session_27_D27:10,conv-48,,0
conv-48_session_27_D27:11,conv-48,,0
conv-48_session_27_D27:12,conv-48,"Entities: card, cats, deborah, game
Relations: play
Keywords: attack, called, card, cards, cats, community, deborah, deck, definitely, encourage, game, helps, motivate, one, opponent, play, played, recently, remember, supportive",28
conv-48_session_27_D27:13,conv-48,,0
conv-48_session_28_D28:1,conv-48,"Entities: brought, comforting, deborah, emotions, friends, late, mix, mother, overall
Relations: reconnecte
Keywords: brought, comforting, deborah, emotions, friends, last, late, lucky, made, mix, mom, mother, old, overall, reconnected, reminded, since, speaking, stories, tear",33
conv-48_session_28_D28:2,conv-48,,0
conv-48_session_28_D28:3,conv-48,,0
conv-48_session_28_D28:4,conv-48,,0
conv-48_session_28_D28:5,conv-48,"Entities: allow, deborah
Relations: allow
Keywords: allow, appreciate, beyond, deborah, eyes, glimpse, into, knew, life, mom, special, wow",18
conv-48_session_28_D28:6,conv-48,,0
conv-48_session_28_D28:7,conv-48,"Entities: deborah, friends, mother, photos
Relations: look
Keywords: deborah, friends, looked, mother, photos, really, reminisced, sweet",16
conv-48_session_28_D28:8,conv-48,,0
conv-48_session_28_D28:9,conv-48,"Entities: bond, deborah, special
Relations: appreciate
Keywords: amazing, appreciate, back, bond, bringing, deborah, human, like, love, loved, making, memories, one, ones, pictures, really, relationships, remind, special, strong",27
conv-48_session_28_D28:10,conv-48,,0
conv-48_session_28_D28:11,conv-48,"Entities: deborah, marry
Relations: marry
Keywords: always, beach, deborah, discovered, filled, got, joy, love, married, marry, peace, special, super, surfing",20
conv-48_session_28_D28:12,conv-48,,0
conv-48_session_28_D28:13,conv-48,,0
conv-48_session_28_D28:14,conv-48,,0
conv-48_session_28_D28:15,conv-48,"Entities: care, deborah
Relations: take
Keywords: air, atmosphere, beach, care, create, deborah, fresh, ocean, oh, peaceful, perfect, relaxing, sand, super, take, way, yeah",23
conv-48_session_28_D28:16,conv-48,"Entities: jolene, serene, space, yoga
Relations: create
Keywords: candles, chill, create, extra, flowers, jolene, like, meditation, new, oils, serene, space, style, thailand, tried, vibes, yoga",25
conv-48_session_28_D28:17,conv-48,,0
conv-48_session_28_D28:18,conv-48,"Entities: essential, jolene, music, oils, soothing
Relations: use
Keywords: atmosphere, background, calm, center, chill, create, essential, find, helps, jolene, meditate, music, oils, peaceful, put, really, soft, soothing, use, yoga",29
conv-48_session_28_D28:19,conv-48,,0
conv-48_session_28_D28:20,conv-48,,0
conv-48_session_28_D28:21,conv-48,,0
conv-48_session_28_D28:22,conv-48,"Entities: go, jolene
Relations: go
Keywords: busy, day, ease, feel, go, jolene, little, peace, perfect, recharge, relax, rest, room, spot, usually",21
conv-48_session_28_D28:23,conv-48,,0
conv-48_session_28_D28:24,conv-48,,0
conv-48_session_28_D28:25,conv-48,,0
conv-48_session_28_D28:26,conv-48,"Entities: jolene, susie
Relations: name
Keywords: jolene, susie, two, years",10
conv-48_session_28_D28:27,conv-48,,0
conv-48_session_28_D28:28,conv-48,,0
conv-48_session_28_D28:29,conv-48,,0
conv-48_session_28_D28:30,conv-48,"Entities: comfort, jolene, peace
Relations: bring
Keywords: brighter, comfort, jolene, life, lot, make, peace, plus",15
conv-48_session_29_D29:1,conv-48,"Entities: class, deborah, free, gardening
Relations: run
Keywords: age, any, awesome, class, community, deborah, excited, free, gardening, great, hey, joined, jolene, neighbor, people, ran, see, tell, thing, yesterday",28
conv-48_session_29_D29:2,conv-48,,0
conv-48_session_29_D29:3,conv-48,,0
conv-48_session_29_D29:4,conv-48,"Entities: diving, jolene, lesson, scuba
Relations: try
Keywords: adventure, anything, awesome, certified, cool, day, dive, diver, diving, explore, found, friday, fun, going, jolene, last, lesson, maybe, new, one",28
conv-48_session_29_D29:5,conv-48,"Entities: deborah, time
Relations: spend
Keywords: amazing, bench, chance, comforting, deborah, diving, experience, feel, guide, house, interested, jolene, last, life, love, mom, old, presence, recently, remembering",26
conv-48_session_29_D29:6,conv-48,,0
conv-48_session_29_D29:7,conv-48,"Entities: deborah, love, warmth
Relations: fill
Keywords: amazing, big, bring, cooking, deborah, dish, fill, full, house, jolene, love, make, meals, mom, one, passion, really, remember, smell, special",27
conv-48_session_29_D29:8,conv-48,,0
conv-48_session_29_D29:9,conv-48,"Entities: birthday, cakes, deborah, pineapple
Relations: bake
Keywords: always, bake, birthday, cakes, deborah, feel, kid, loved, made, pineapple, special",19
conv-48_session_29_D29:10,conv-48,,0
conv-48_session_29_D29:11,conv-48,,0
conv-48_session_29_D29:12,conv-48,"Entities: jolene, use
Relations: use
Keywords: bake, close, cookies, jolene, someone, use, used",13
conv-48_session_29_D29:13,conv-48,,0
conv-48_session_29_D29:14,conv-48,"Entities: chocolate, gooey, jolene, soft, warm
Relations: like
Keywords: buttery, chocolate, cookie, gooey, heaven, jolene, made, match, soft, warm",19
conv-48_session_29_D29:15,conv-48,,0
conv-48_session_29_D29:16,conv-48,,0
conv-48_session_29_D29:17,conv-48,,0
conv-48_session_29_D29:18,conv-48,,0
conv-48_session_29_D29:19,conv-48,"Entities: big, bookshelf, deborah
Relations: show
Keywords: big, bookshelf, deborah, show",11
conv-48_session_29_D29:20,conv-48,,0
conv-48_session_29_D29:21,conv-48,,0
conv-48_session_29_D29:22,conv-48,"Entities: jolene, mention
Relations: mention
Keywords: aesthetic, bathroom, book, discovery, jolene, mention, read, really, resonated, self, vibe",17
conv-48_session_29_D29:23,conv-48,,0
conv-48_session_29_D29:24,conv-48,"Entities: jolene, mention
Relations: mention
Keywords: beach, cozy, deb, ever, finding, great, jolene, mention, must, nice, nook, peace, place, relaxation, sounds, surfing, tried",23
conv-48_session_29_D29:25,conv-48,,0
conv-48_session_29_D29:26,conv-48,,0
conv-48_session_29_D29:27,conv-48,,0
conv-48_session_29_D29:28,conv-48,,0
conv-48_session_29_D29:29,conv-48,,0
conv-48_session_29_D29:30,conv-48,"Entities: jolene, start
Relations: start
Keywords: come, gone, jolene, learning, sometime, start, started, want, yet",15
conv-48_session_29_D29:31,conv-48,,0
conv-48_session_29_D29:32,conv-48,,0
conv-48_session_29_D29:33,conv-48,,0
conv-48_session_29_D29:34,conv-48,"Entities: agree, jolene
Relations: agree
Keywords: agree, check, jolene, know, let, month, next, plan, schedule, wait",16
conv-48_session_3_D3:1,conv-48,"Entities: assigned, engineering, jolene, professor, project, robotics
Relations: work
Keywords: assigned, busy, creative, deb, engineering, fun, gave, get, hi, huge, jolene, making, problem, professor, project, robotics, solve, tough, us",29
conv-48_session_3_D3:2,conv-48,,0
conv-48_session_3_D3:3,conv-48,"Entities: enjoy, jolene, project, robotics
Relations: enjoy, receive, work
Keywords: awesome, best, come, design, emotions, enjoy, enjoying, excited, felt, figuring, got, jolene, like, mix, nervous, programming, project, puzzle, really, robot",30
conv-48_session_3_D3:4,conv-48,"Entities: anna, deborah, neighbor, new
Relations: meet
Keywords: anna, awesome, come, deborah, enjoying, good, jolene, keep, met, must, neighbor, new, oh, process, really, satisfying, see, together, way, work",28
conv-48_session_3_D3:5,conv-48,,0
conv-48_session_3_D3:6,conv-48,,0
conv-48_session_3_D3:7,conv-48,,0
conv-48_session_3_D3:8,conv-48,"Entities: deborah, discuss
Relations: discuss
Keywords: community, deborah, discuss, gives, improved, lives, sense, talked, yeah",15
conv-48_session_3_D3:9,conv-48,,0
conv-48_session_3_D3:10,conv-48,"Entities: deborah, jolene
Relations: suggest
Keywords: deborah, ever, jolene, resuming, thought, yoga",12
conv-48_session_3_D3:11,conv-48,"Entities: jolene
Relations: plan
Keywords: console, jolene, partner, planned, play, well",11
conv-48_session_3_D3:12,conv-48,"Entities: activities, deborah
Keywords: activities, deborah, good, something, together",9
conv-48_session_3_D3:13,conv-48,,0
conv-48_session_3_D3:14,conv-48,,0
conv-48_session_3_D3:15,conv-48,,0
conv-48_session_30_D30:1,conv-48,"Entities: deborah, enjoy, reminisce
Relations: enjoy, reminisce
Keywords: around, bop, brings, dance, deborah, enjoy, feelings, festival, freeing, great, helps, lucky, lullabies, magical, memories, mom, music, pals, reminds, reminisce",28
conv-48_session_30_D30:2,conv-48,,0
conv-48_session_30_D30:3,conv-48,,0
conv-48_session_30_D30:4,conv-48,"Entities: jolene, partner, retreat, yoga
Relations: go
Keywords: alive, amazing, awesome, beautiful, bright, colors, feel, grateful, jolene, lit, made, partner, peaceful, place, retreat, sky, sunrise, thanks, us, view",28
conv-48_session_30_D30:5,conv-48,,0
conv-48_session_30_D30:6,conv-48,"Entities: connection, jolene, nature, peace
Relations: find
Keywords: amazing, backdrop, connected, connection, feel, felt, incredibly, jolene, made, nature, peace, peaceful, thankful, yoga",22
conv-48_session_30_D30:7,conv-48,,0
conv-48_session_30_D30:8,conv-48,"Entities: across, jolene, oasis, waterfall
Relations: come
Keywords: across, coming, disappeared, everything, experience, felt, hike, jolene, oasis, partner, peaceful, refreshing, remember, taking, waterfall, worries",24
conv-48_session_30_D30:9,conv-48,,0
conv-48_session_30_D30:10,conv-48,"Entities: jolene, plan
Relations: plan
Keywords: get, going, great, jolene, month, nature, next, plan, planning, reconnecting, yeah",17
conv-48_session_30_D30:11,conv-48,"Entities: blossom, deborah, gorgeous, tree
Relations: mention
Keywords: bloom, blossom, deborah, enjoy, every, gorgeous, home, made, magical, near, photo, spring, think, tree, watch",23
conv-48_session_30_D30:12,conv-48,,0
conv-48_session_30_D30:13,conv-48,"Entities: bloom, deborah, tree
Relations: watch
Keywords: admiring, appreciate, artwork, awe, beauty, bloom, deborah, even, filled, growth, hope, life, like, made, nature, times, tough, tree",25
conv-48_session_30_D30:14,conv-48,"Entities: inspiration, jolene
Relations: find
Keywords: any, great, growing, idea, inspiration, jolene, keep, obstacles, photo, reminds, representation, took, visual",19
conv-48_session_30_D30:15,conv-48,,0
conv-48_session_30_D30:16,conv-48,,0
conv-48_session_30_D30:17,conv-48,,0
conv-48_session_30_D30:18,conv-48,,0
conv-48_session_4_D4:1,conv-48,,0
conv-48_session_4_D4:2,conv-48,,0
conv-48_session_4_D4:3,conv-48,"Entities: design, jolene
Relations: design
Keywords: accomplishment, design, engineer, huge, jolene, last, major, milestone, proud, really, relieved, week, well, went",20
conv-48_session_4_D4:4,conv-48,,0
conv-48_session_4_D4:5,conv-48,,0
conv-48_session_4_D4:6,conv-48,,0
conv-48_session_4_D4:7,conv-48,,0
conv-48_session_4_D4:8,conv-48,,0
conv-48_session_4_D4:9,conv-48,"Entities: continue, jolene
Relations: continue
Keywords: better, communities, continue, contribute, creating, engineering, goal, impact, jolene, keep, make, making, need, place, positive, solutions, sustainable, towards, want, work",26
conv-48_session_4_D4:10,conv-48,,0
conv-48_session_4_D4:11,conv-48,,0
conv-48_session_4_D4:12,conv-48,"Entities: deborah, lot, time
Relations: spend
Keywords: anna, balance, bonded, breath, class, deborah, deep, find, get, great, lot, reconnect, remember, spend, take, teaching, things, time, tough, way",27
conv-48_session_4_D4:13,conv-48,,0
conv-48_session_4_D4:14,conv-48,,0
conv-48_session_4_D4:15,conv-48,,0
conv-48_session_4_D4:16,conv-48,,0
conv-48_session_4_D4:17,conv-48,,0
conv-48_session_4_D4:18,conv-48,,0
conv-48_session_4_D4:19,conv-48,,0
conv-48_session_4_D4:20,conv-48,,0
conv-48_session_4_D4:21,conv-48,,0
conv-48_session_4_D4:22,conv-48,,0
conv-48_session_4_D4:23,conv-48,,0
conv-48_session_4_D4:24,conv-48,,0
conv-48_session_4_D4:25,conv-48,,0
conv-48_session_4_D4:26,conv-48,,0
conv-48_session_4_D4:27,conv-48,,0
conv-48_session_4_D4:28,conv-48,"Entities: courage, deborah, gives, hope, time, tough
Relations: give
Keywords: appreciation, bouquet, courage, deborah, filled, friend, gave, gives, hope, look, struggling, time, tough, warmth",24
conv-48_session_4_D4:29,conv-48,,0
conv-48_session_4_D4:30,conv-48,,0
conv-48_session_4_D4:31,conv-48,,0
conv-48_session_4_D4:32,conv-48,"Entities: deborah, nature
Relations: enjoy
Keywords: any, beach, calming, deborah, favorite, feel, feet, forest, getting, great, happy, jolene, lost, love, make, many, nature, nearby, oh, park",26
